sym,open,close,change,percent,snr,flow
LPCN,5.27,3.67,-1.6,-0.304,-0.42,2716586
COHN,9.58,8.5,-1.08,-0.113,-0.12,2704270
PROV,13,14.36,1.36,0.105,0.21,2684183
MHLD,2.09,1.78,-0.31,-0.148,-0.19,2635618
FARM,2.73,2.82,0.09,0.033,0.07,2580674
ISDR,9.63,12.06,2.43,0.252,0.22,2410976
VNRX,0.65,0.72,0.07,0.108,0.03,2402181
ENSV,0.2,0.12,-0.07,-0.371,-0.52,2388136
ICON,3.22,2.67,-0.55,-0.171,-0.16,2376546
TRVN,5.4,3.94,-1.46,-0.27,-0.21,2362821
APVO,0.4,0.36,-0.04,-0.1,-0.13,2348284
CARA,0.35,0.36,0.01,0.029,0.03,2345566
EKSO,1.05,1.2,0.15,0.143,0.07,2318992
CYCC,1.64,1.05,-0.59,-0.359,-0.6,2307471
AXDX,1.37,2,0.63,0.459,0.35,2293421
SVT,11.52,12.93,1.41,0.122,0.14,2268150
BEAT,2.57,2.35,-0.22,-0.086,-0.15,2199933
SELF,5.01,5.18,0.17,0.034,0.13,2175056
MRKR,4.82,3.61,-1.21,-0.251,-0.32,2168998
CRWS,4.97,4.77,-0.2,-0.04,-0.16,2156359
AUBN,19.38,18.59,-0.79,-0.041,0.03,2150351
CBFV,25,27.6,2.6,0.104,0.21,2147811
XELA,2.43,2.07,-0.36,-0.148,-0.25,2139271
HMNF,26.81,26.86,0.05,0.002,0,2127818
INUV,0.31,0.29,-0.02,-0.073,-0.08,2077305
SSBI,9.31,8.71,-0.6,-0.064,-0.15,2054716
ICD,1.38,0.39,-0.99,-0.717,-0.4,2001903
KALA,6.41,5.85,-0.56,-0.087,-0.22,1992086
UBFO,8.03,8.3,0.27,0.034,0.1,1945574
CHCI,6.32,7.02,0.7,0.111,0.21,1937459
JVA,2.35,2.29,-0.06,-0.026,-0.01,1929717
NURO,3.51,3.82,0.31,0.088,0.03,1863663
PHIO,3.2,2.72,-0.48,-0.15,-0.13,1862971
UONE,2.06,2.13,0.07,0.034,0.01,1842238
DRRX,1.61,1.48,-0.13,-0.081,-0.1,1829531
STCN,12.75,11.93,-0.82,-0.064,-0.23,1794777
PRPH,3.18,2.69,-0.49,-0.154,-0.15,1792127
ENZ,1.13,1.14,0.01,0.009,0.02,1787779
WATT,0.93,0.88,-0.05,-0.048,-0.04,1748163
LOAN,5.39,5.16,-0.23,-0.043,-0.19,1725304
ASRV,2.48,2.79,0.31,0.125,0.17,1716852
ESP,21.9,23.2,1.3,0.059,0.1,1716292
BFIN,11.9,11.87,-0.03,-0.003,0.03,1714271
SIF,3.4,5.13,1.73,0.51,0.36,1672231
GTIM,2.68,3.25,0.57,0.213,0.35,1640504
OVBC,24.25,24.5,0.25,0.01,-0.01,1631234
VHC,6.32,7.25,0.93,0.147,0.11,1630408
UUU,1.47,1.18,-0.29,-0.197,-0.26,1629479
RVP,1.13,0.94,-0.19,-0.172,-0.46,1629234
CETX,0.19,0.15,-0.04,-0.226,-0.27,1605657
XTNT,0.74,0.74,0,0,-0.01,1600426
WWR,0.51,0.54,0.03,0.049,0.07,1597481
MLSS,1.01,1.1,0.09,0.089,0.06,1572823
IROQ,17.34,18,0.66,0.038,0.22,1568894
CTSO,1.23,1.05,-0.18,-0.146,-0.16,1567444
KTCC,3.87,4.55,0.68,0.176,0.25,1560532
LTRPA,0.6,0.43,-0.17,-0.283,-0.26,1541910
MCHX,1.77,1.97,0.2,0.113,0.25,1535971
OPGN,2.89,1.95,-0.95,-0.327,-0.38,1497816
CNFR,0.88,0.69,-0.19,-0.213,-0.09,1482944
CPSH,1.61,1.4,-0.22,-0.134,-0.4,1448058
DXYN,0.63,0.76,0.13,0.206,0.13,1435279
CVR,15.41,18.99,3.58,0.232,0.31,1421920
AVGR,1.49,1.11,-0.38,-0.255,-0.3,1404610
CVV,3.94,3.8,-0.14,-0.035,-0.09,1399243
WHG,13.54,13.34,-0.2,-0.015,0,1363348
HWBK,21.55,23.75,2.2,0.102,0.29,1346899
USEG,1.08,0.94,-0.14,-0.127,-0.19,1337652
REFR,1.97,2.16,0.19,0.096,0.15,1306292
FLOW,32.01,31.79,-0.22,-0.007,-0.02,1303117
HSON,18,18.21,0.21,0.012,-0.03,1286941
PBHC,16.4,15.88,-0.52,-0.032,-0.03,1264577
CULP,5,5.02,0.02,0.004,-0.03,1242659
INOV,28.45,29.3,0.84,0.03,0.1,1226270
TBNK,10,9.73,-0.27,-0.027,-0.09,1218020
UBCP,12.25,12.47,0.22,0.018,-0,1201147
APYX,1.33,1.33,0,0,-0.01,1186045
GROW,2.68,2.56,-0.12,-0.045,-0.11,1167636
FLNT,3.35,2.84,-0.51,-0.152,-0.18,1166683
FGBI,10.33,10.31,-0.02,-0.002,-0,1151220
DAIO,2.6,2.5,-0.1,-0.038,-0.05,1148744
MEIP,3.67,3.1,-0.57,-0.155,-0.28,1131976
BYFC,5.21,7.62,2.42,0.464,0.47,1124120
NERV,2.98,2.74,-0.24,-0.081,-0.15,1113723
PED,0.97,0.86,-0.11,-0.115,-0.23,1097763
ARKR,13.75,13.24,-0.51,-0.037,-0.04,1096122
JOB,0.34,0.26,-0.08,-0.229,-0.41,1095787
TCI,30.84,30.07,-0.77,-0.025,-0.12,1082337
BOTJ,13.53,13.88,0.35,0.026,0.06,1080212
RMCF,1.84,1.85,0.01,0.005,-0.06,1078764
IZEA,2.27,2.21,-0.06,-0.026,-0.05,1037474
IRIX,2.03,2.01,-0.02,-0.01,-0.05,1034478
AMTD,1.53,1.29,-0.24,-0.157,-0.27,1030226
MGYR,12.6,12.4,-0.2,-0.016,-0.13,986452
DIT,149.7,143.43,-6.27,-0.042,0.02,986169
OCX,3.13,3.14,0.01,0.003,-0.02,973101
AQB,1.63,1.02,-0.6,-0.371,-0.41,963018
OPOF,19.35,19.25,-0.1,-0.005,0.03,958650
GBLI,30.62,32.5,1.88,0.061,0.16,946431
LOOP,1.94,1.63,-0.31,-0.161,-0.14,916180
RFIL,4.16,3.77,-0.39,-0.094,-0.15,915156
NTWK,2.75,2.7,-0.05,-0.018,-0.2,910738
LPTH,1.44,1.29,-0.15,-0.104,-0.21,899646
BBGI,0.61,0.61,0,0.005,0.01,896666
IRET,21.66,22.44,0.78,0.036,0.19,877773
CONN,0.31,0.01,-0.29,-0.963,-0.28,862117
MNOV,1.33,1.5,0.17,0.128,0.1,861778
CLRO,0.7,0.58,-0.12,-0.167,-0.2,851190
CPHC,21.25,20,-1.25,-0.059,-0.21,845890
NICK,6.35,5.76,-0.59,-0.093,-0.18,824498
VAPO,2.14,2.16,0.02,0.009,0.13,823989
GLBZ,4.67,5.23,0.56,0.12,0.46,807227
OESX,1.08,0.87,-0.21,-0.194,-0.5,801760
USIO,1.59,1.5,-0.09,-0.057,-0.08,799934
AUMN,0.43,0.32,-0.11,-0.258,-0.54,792571
RDI,1.42,1.8,0.38,0.268,0.23,768760
NAII,5.72,5.43,-0.29,-0.051,-0.1,759439
LGL,5.87,5.96,0.09,0.015,0.13,757484
TAIT,2.95,2.92,-0.04,-0.012,-0.01,745004
XPL,0.8,0.82,0.02,0.031,-0.02,741951
ONVO,0.55,0.58,0.03,0.055,0.07,729520
RFL,1.51,1.45,-0.06,-0.04,0.03,706644
FCAP,30.71,31.25,0.54,0.018,0.04,705718
LSBK,12.59,12.73,0.14,0.011,0.11,692957
PULM,2.18,2.07,-0.11,-0.05,-0.04,676445
SSKN,3.25,3.46,0.21,0.066,0.03,667038
STRM,0.5,0.54,0.04,0.08,0.06,665871
TXMD,1.73,1.89,0.16,0.09,0.15,659266
LARK,19.75,20.25,0.5,0.025,0.07,646807
CLIR,0.84,0.75,-0.09,-0.107,-0.25,644889
CFBK,21.3,21.75,0.45,0.021,0.06,642587
BKSC,12.3,11.74,-0.56,-0.046,-0.13,639461
MTEM,1.5,1.53,0.03,0.02,0.03,631413
BRN,2.3,2.52,0.22,0.096,0.19,623723
LIQT,2.2,3.03,0.83,0.377,0.26,617317
CIZN,9,9.38,0.38,0.042,0.07,613647
SOHO,1.27,1.25,-0.02,-0.02,-0.09,607570
SIEB,1.67,1.77,0.1,0.06,0.02,593214
PZG,0.46,0.42,-0.04,-0.094,-0.12,586306
DWSN,1.95,1.53,-0.42,-0.215,-0.35,560801
UONEK,1.37,1.38,0.01,0.007,-0.06,520281
TGEN,0.72,1.04,0.33,0.455,0.33,515973
RAVE,1.84,1.83,-0.01,-0.005,-0.04,484042
MTEX,7.34,7.55,0.21,0.029,0.06,479197
CKX,13.19,13.48,0.29,0.022,0.1,473588
OFED,13,12.7,-0.3,-0.023,-0.08,470033
TRT,5.63,5.84,0.21,0.037,0.09,461829
NVFY,1.68,1.49,-0.19,-0.113,-0.07,442962
FUSB,10.02,10.98,0.96,0.096,0.42,441183
CMCT,2.22,2,-0.23,-0.101,-0.23,421396
MARK,0.09,0.09,0,0.033,0,409952
TLF,4.43,4.12,-0.31,-0.07,-0.18,404101
TPHS,0.06,0.04,-0.01,-0.268,-0.12,400308
RKDA,2.76,3.11,0.35,0.126,0.11,400002
EDUC,2.15,2.03,-0.12,-0.056,-0.01,380786
WHLM,5.56,5.49,-0.07,-0.013,-0.02,376374
HFBL,12.86,12.63,-0.23,-0.018,0.07,361701
JCTCF,4.15,4.61,0.46,0.111,0.25,359796
SYPR,1.81,1.52,-0.29,-0.16,-0.3,354373
SANW,0.42,0.28,-0.14,-0.343,-0.4,346522
VBFC,46.85,48.5,1.65,0.035,0.57,340238
VNCE,1.77,1.85,0.08,0.045,0.09,339089
XELB,0.71,0.7,-0.01,-0.008,-0.04,330758
IDXG,1.15,1.45,0.3,0.261,0.17,320450
CTHR,1.85,1.52,-0.33,-0.178,-0.29,301526
SYBX,1.72,1.48,-0.24,-0.14,-0.19,267835
WVFC,12.25,12.25,0,0,-0,260752
ENG,1.84,1.47,-0.37,-0.201,-0.21,256028
SENEB,60.31,60.9,0.59,0.01,0.05,252456
NTIP,1.59,1.62,0.03,0.021,0,235750
CYAN,0.83,0.78,-0.05,-0.054,-0,213013
EMMS,4.75,4.7,-0.05,-0.011,-0.01,209089
EVFM,0.01,0.01,-0,-0.02,-0.02,207025
BSGM,0.4,0.4,0.01,0.013,-0,203700
RHE,2.15,1.85,-0.29,-0.137,-0.29,199283
DSS,1.53,1.28,-0.25,-0.162,-0.41,192329
WVVI,3.82,3.76,-0.06,-0.017,-0.08,190914
BIOL,0.07,0.06,-0.01,-0.143,-0.03,188521
WSTL,1.4,1.51,0.11,0.079,0.12,187320
CPIX,1.42,1.35,-0.07,-0.049,-0.14,186608
EFOI,1.31,1.48,0.17,0.13,0.16,177898
PNBK,1.53,1.75,0.22,0.144,0.08,164456
GV,2.31,2.05,-0.26,-0.113,-0.15,158303
OCC,2.77,2.68,-0.09,-0.032,-0.04,148729
KFFB,3.5,2.97,-0.53,-0.151,-0.3,147380
TCON,0.07,0.09,0.02,0.268,-0.12,141286
MSN,0.48,0.46,-0.02,-0.047,-0.12,133479
AAME,1.53,1.6,0.07,0.046,0.11,130694
ELSE,3.87,3.89,0.02,0.005,-0.02,129719
SEAC,6.15,6.76,0.61,0.099,0.08,102125
YTEN,1.85,1.28,-0.57,-0.308,-0.26,98902
IOR,18.48,16.81,-1.67,-0.09,-0.02,78987
MOTS,0.08,0.03,-0.04,-0.576,-0.18,74614
REED,1.28,1.26,-0.02,-0.016,-0.11,73628
EV,22.45,23.03,0.58,0.026,-0.02,71287
SALM,0.25,0.28,0.03,0.12,0.1,61171
RRTS,1.25,1.4,0.15,0.12,0.07,41239
RIBT,0.12,0.11,-0.01,-0.083,-0.01,26563
SRNE,0,0.01,0.01,11,-0.01,26257
MAYS,43.33,43.29,-0.04,-0.001,-0.28,21649
RBCN,0.85,0.97,0.12,0.141,0.08,18540
FRBK,0.01,0,-0,-0.543,0.02,16362
DLA,0,0,0,1.5,-0.2,16243
EVOL,1.1,1.1,0,0,-0.01,13715
RELV,3.6,3.65,0.05,0.014,0.06,10590
CWBR,0.5,0.43,-0.07,-0.14,-0.07,5621
ELOX,0.7,0.69,-0.01,-0.014,-0.01,879
CALA,0.01,0.02,0.01,0.6,0.01,667
ADXS,0.02,0.02,0,0,-0,638
NAVB,0,0,0,0,0,214
UNAM,0.04,0.05,0.02,0.46,0.17,181
SMIT,0.01,0.02,0,0.087,0.23,38
AMPE,0,0,0,10,0.1,27
HALL,0,0,-0,-0.962,-0.21,0
