name,sym,open,close,change,percent,snr
Range Resources,RRC,33.63,31.23,-2.4,-0.071,-0.18
Skechers USA,SKX,69.35,65.13,-4.22,-0.061,-0.18
The Simply Good Foods,SMPL,36.11,33.92,-2.19,-0.061,-0.18
AAR Corp,AIR,73.22,64.6,-8.62,-0.118,-0.19
Applied Materials,AMAT,236.86,212.2,-24.66,-0.104,-0.19
AppFolio,APPF,243.96,221.48,-22.48,-0.092,-0.19
Astrotech,ASTC,9.09,8.4,-0.69,-0.076,-0.19
Comstock Resources,CRK,10.45,9.47,-0.98,-0.094,-0.19
Crown Crafts,CRWS,5.18,4.97,-0.21,-0.041,-0.19
GlycoMimetics,GLYC,0.28,0.22,-0.06,-0.225,-0.19
Hewlett Packard,HPE,21.32,19.91,-1.41,-0.066,-0.19
Infinera,INFN,6.11,5.94,-0.17,-0.028,-0.19
Lumber Liquidators,LL,1.4,0.8,-0.6,-0.429,-0.19
Rocky Mountain Chocolate Factory,RMCF,2.37,1.9,-0.47,-0.198,-0.19
Southwestern Energy,SWN,6.75,6.45,-0.3,-0.044,-0.19
Zscaler,ZS,193,179.35,-13.65,-0.071,-0.19
Zuora,ZUO,9.89,9.07,-0.82,-0.083,-0.19
"Zscaler, Inc.",ZS,193,179.35,-13.65,-0.071,-0.19
"Zuora, Inc.",ZUO,9.89,9.07,-0.82,-0.083,-0.19
Carnival,CCL,18.65,16.66,-1.99,-0.107,-0.2
Cemtrex,CETX,0.22,0.19,-0.03,-0.127,-0.2
Clarus,CLAR,6.75,6.04,-0.71,-0.105,-0.2
DexCom,DXCM,113,67.82,-45.18,-0.4,-0.2
FormFactor,FORM,60.61,53.56,-7.05,-0.116,-0.2
Fossil,FOSL,1.42,1.21,-0.21,-0.148,-0.2
Identiv,INVE,4.32,3.91,-0.41,-0.095,-0.2
Jewett-Cameron Trading,JCTCF,4.85,4.1,-0.75,-0.155,-0.2
MACOM Technology,MTSI,111.62,100.92,-10.7,-0.096,-0.2
Pangaea Logistics,PANL,7.85,7.26,-0.59,-0.075,-0.2
Stein Mart,SMRT,2.38,1.84,-0.54,-0.227,-0.2
STAAR Surgical,STAA,47.59,41.25,-6.34,-0.133,-0.2
Atlantic American,AAME,1.59,1.54,-0.05,-0.031,-0.21
Aspen Aerogels,ASPN,24,20.41,-3.59,-0.15,-0.21
Booking Holdings,BKNG,3977.35,3715.01,-262.34,-0.066,-0.21
CalAmp,CAMP,0.28,0.1,-0.18,-0.643,-0.21
Crocs,CROX,147.57,134.37,-13.2,-0.089,-0.21
Ethan Allen Interiors,ETH,3.3,3.08,-0.22,-0.067,-0.21
Gentex,GNTX,33.82,31.06,-2.76,-0.082,-0.21
Ichor,ICHR,38.55,34,-4.55,-0.118,-0.21
LivaNova,LIVN,54.88,49.4,-5.48,-0.1,-0.21
Palo Alto Networks,PANW,338,324.73,-13.27,-0.039,-0.21
Charles Schwab,SCHW,73.97,65.19,-8.78,-0.119,-0.21
Simulations Plus,SLP,48.98,40.84,-8.14,-0.166,-0.21
Tonix Pharma Holding,TNXP,0.71,0.5,-0.21,-0.301,-0.21
Agenus,AGEN,16.75,6.04,-10.71,-0.639,-0.22
Amkor Technology,AMKR,40.4,32.66,-7.74,-0.192,-0.22
Bassett Furniture,BSET,14.14,13.14,-1,-0.071,-0.22
Data I-O,DAIO,2.78,2.61,-0.17,-0.061,-0.22
Evoke Pharma,EVOK,0.53,0.4,-0.13,-0.244,-0.22
Farmland Partners,FPI,11.45,10.62,-0.83,-0.072,-0.22
Lee Enterprises,LEE,10.9,10.1,-0.8,-0.073,-0.22
JW Mays,MAYS,45.79,43.33,-2.46,-0.054,-0.22
MediciNova,MNOV,1.46,1.34,-0.12,-0.082,-0.22
Merck,MRK,125.38,113.13,-12.25,-0.098,-0.22
Trinity Place,TPHS,0.12,0.1,-0.02,-0.179,-0.22
Trio-Tech International,TRT,6.01,5.52,-0.49,-0.082,-0.22
Big 5 Sporting Goods,BGFV,2.96,2.05,-0.91,-0.307,-0.23
Cato,CATO,5.45,5.12,-0.33,-0.061,-0.23
Delta Air Lines,DAL,47.81,43.02,-4.79,-0.1,-0.23
Walt Disney,DIS,99.4,93.69,-5.71,-0.057,-0.23
Lamb Weston,LW,84.25,60.02,-24.23,-0.288,-0.23
Emerson Radio,MSN,0.58,0.48,-0.1,-0.178,-0.23
PBF Energy,PBF,46.33,40.75,-5.58,-0.12,-0.23
Reliv' International,RELV,3.64,3.36,-0.28,-0.077,-0.23
Sonos,SONO,14.7,13.5,-1.2,-0.082,-0.23
Veeco Instruments,VECO,46.74,41.41,-5.33,-0.114,-0.23
Western Digital,WDC,76.21,67.05,-9.16,-0.12,-0.23
"Veeco Instruments, Inc.",VECO,46.74,41.41,-5.33,-0.114,-0.23
Western Digital Corp.,WDC,76.21,67.05,-9.16,-0.12,-0.23
Church and Dwight,CHD,104.11,98.01,-6.1,-0.059,-0.24
Dollar General,DG,131.96,120.39,-11.57,-0.088,-0.24
Edwards Lifesciences,EW,90.3,63.05,-27.25,-0.302,-0.24
Uber Technologies,UBER,72.2,64.47,-7.73,-0.107,-0.24
TD Ameritrade Holding,AMTD,1.68,1.54,-0.14,-0.083,-0.25
Domino's Pizza,DPZ,516.37,428.7,-87.67,-0.17,-0.25
FuelCell Energy,FCEL,0.64,0.51,-0.13,-0.209,-0.25
HubSpot,HUBS,585,497.03,-87.97,-0.15,-0.25
Mustang Bio,MBIO,0.47,0.33,-0.14,-0.289,-0.25
Nutanix,NTNX,56.9,50.51,-6.39,-0.112,-0.25
Rave Restaurant,RAVE,1.97,1.84,-0.13,-0.066,-0.25
SigmaTron International,SGMA,5.68,3.35,-2.33,-0.41,-0.25
Ampio Pharma,AMPE,0.1,0,-0.1,-0.989,-0.26
Entegris,ENTG,134.48,118.29,-16.19,-0.12,-0.26
Helen of Troy,HELE,92.74,59.11,-33.63,-0.363,-0.26
Jaguar Animal Health,JAGX,3.56,1.23,-2.33,-0.654,-0.26
Lam Research,LRCX,1062.26,921.24,-141.02,-0.133,-0.26
Palatin,PTN,1.94,1.71,-0.23,-0.119,-0.26
Spirit Airlines,SAVE,3.66,3.01,-0.65,-0.178,-0.26
Cadence Design,CDNS,307.75,267.66,-40.09,-0.13,-0.27
EQT Corp.,EQT,36.9,34.51,-2.39,-0.065,-0.27
Pacira Pharma,PCRX,28.77,20.65,-8.12,-0.282,-0.27
PROS,PRO,28.75,24.1,-4.65,-0.162,-0.27
VBI Vaccines,VBIV,0.67,0.13,-0.54,-0.807,-0.27
VOXX International,VOXX,3.16,2.56,-0.6,-0.19,-0.27
Wingstop,WING,426.51,373.88,-52.63,-0.123,-0.27
"VBI Vaccines, Inc.",VBIV,0.67,0.13,-0.54,-0.807,-0.27
VOXX International Corp.,VOXX,3.16,2.56,-0.6,-0.19,-0.27
"Wingstop, Inc.",WING,426.51,373.88,-52.63,-0.123,-0.27
Altair Engineering,ALTR,98.04,88.36,-9.68,-0.099,-0.28
Bio-Path,BPTH,2.02,1.58,-0.44,-0.218,-0.28
Estee Lauder Companies,EL,108.37,99.61,-8.76,-0.081,-0.28
e.l.f. Beauty,ELF,215.76,172.58,-43.18,-0.2,-0.28
Remark Media,MARK,0.13,0.09,-0.04,-0.298,-0.28
Microsoft,MSFT,448.66,418.35,-30.31,-0.068,-0.28
Arcadia Biosciences,RKDA,3.1,2.77,-0.33,-0.106,-0.28
Boston Beer,SAM,304.17,280.21,-23.96,-0.079,-0.28
SunPower,SPWR,2.87,0.85,-2.02,-0.703,-0.28
Surmodics,SRDX,41.98,41.4,-0.58,-0.014,-0.28
Genco Shipping and Trading,GNK,21.65,19.41,-2.24,-0.103,-0.29
GSE,GVP,4.65,3.21,-1.44,-0.31,-0.29
Eli Lilly,LLY,911.77,804.27,-107.5,-0.118,-0.29
NovaBay Pharma,NBY,2.22,0.6,-1.62,-0.729,-0.29
Bridgford Foods,BRID,9.92,9.38,-0.54,-0.055,-0.3
Celsius,CELH,57.68,46.83,-10.85,-0.188,-0.3
CIM Commercial Trust,CMCT,2.7,2.16,-0.54,-0.2,-0.3
lululemon athletica,LULU,300.73,258.66,-42.07,-0.14,-0.3
ACM Research,ACMR,22.97,17.95,-5.02,-0.219,-0.31
Big Lots,BIG,1.76,1.02,-0.74,-0.42,-0.31
Capricor Therapeutics,CAPR,4.91,4.06,-0.85,-0.173,-0.31
Cue Biopharma,CUE,1.26,0.84,-0.43,-0.337,-0.31
Dell Technologies,DELL,137.48,113.68,-23.8,-0.173,-0.31
Equitrans Midstream,ETRN,12.95,NA,NA,NA,-0.31
Northern International,NTIC,16.86,13.17,-3.69,-0.219,-0.31
Superior Drilling Products,SDPI,1.29,1.01,-0.28,-0.217,-0.31
Sypris,SYPR,1.85,1.81,-0.04,-0.022,-0.31
Biolase,BIOL,0.09,0.07,-0.02,-0.232,-0.32
CenterPoint Energy,CNP,31.15,27.75,-3.4,-0.109,-0.32
iRhythm,IRTC,107.5,86.25,-21.25,-0.198,-0.32
Odyssey Marine Exploration,OMEX,4.85,4.02,-0.84,-0.172,-0.32
Aethlon Medical,AEMD,0.49,0.34,-0.15,-0.308,-0.33
Abercrombie and Fitch,ANF,179.7,147.48,-32.22,-0.179,-0.33
Antero Resources,AR,32.69,29.02,-3.67,-0.112,-0.33
Elanco Animal Health,ELAN,14.46,13.04,-1.42,-0.098,-0.33
Netflix,NFLX,674.89,628.35,-46.54,-0.069,-0.33
LPL Financial,LPLA,282.83,221.52,-61.31,-0.217,-0.34
Masimo,MASI,124.6,106.98,-17.62,-0.141,-0.34
Mercer International,MERC,8.53,7.62,-0.91,-0.107,-0.34
Rapid7,RPD,43.23,39.34,-3.89,-0.09,-0.34
Tenneco,TEN,30.4,25.91,-4.49,-0.148,-0.34
Alcoa,AA,40.25,33.04,-7.21,-0.179,-0.35
Five Below,FIVE,109.52,72.74,-36.78,-0.336,-0.35
Micron,MU,130.5,109.82,-20.68,-0.158,-0.35
Chipotle Mexican Grill,CMG,62.69,54.32,-8.37,-0.134,-0.36
Lyft,LYFT,14.11,12.05,-2.06,-0.146,-0.36
TRACON Pharma,TCON,1.27,0.07,-1.2,-0.945,-0.36
Wynn Resorts,WYNN,89.76,82.82,-6.94,-0.077,-0.36
Wynn Resorts Ltd.,WYNN,89.76,82.82,-6.94,-0.077,-0.36
Digital Ally,DGLY,2.36,1.56,-0.8,-0.339,-0.38
Lipocine,LPCN,8.2,5.21,-2.99,-0.365,-0.38
MBIA,MBI,5.49,4.4,-1.09,-0.199,-0.38
Snap,SNAP,16.43,13.32,-3.11,-0.189,-0.38
Sarepta Therapeutics,SRPT,158,142.24,-15.76,-0.1,-0.4
Chesapeake Energy,CHK,82.19,76.33,-5.86,-0.071,-0.41
Curis,CRIS,7,5.48,-1.52,-0.217,-0.41
ImmuCell,ICCC,4.46,4.06,-0.4,-0.09,-0.41
Las Vegas Sands,LVS,44.07,39.67,-4.4,-0.1,-0.41
Red Robin Gourmet Burgers,RRGB,7.55,5.61,-1.94,-0.257,-0.41
ARCA biopharma,ABIO,3.85,3,-0.85,-0.221,-0.43
Live Ventures,LIVE,21.5,17.85,-3.65,-0.17,-0.44
ProPhase Labs,PRPH,4.16,3.06,-1.1,-0.264,-0.44
Document Security,DSS,1.69,1.5,-0.19,-0.109,-0.46
Pinterest,PINS,43.7,31.95,-11.75,-0.269,-0.46
Conn's,CONN,1.12,0.32,-0.81,-0.719,-0.47
Delta Apparel,DLA,0.58,0.03,-0.55,-0.95,-0.49
Phio Pharmaceuticals,PHIO,5.96,3.2,-2.76,-0.463,-0.51
Organovo,ONVO,0.76,0.56,-0.2,-0.263,-0.52
Wheeler Real Estate Investment Trust,WHLR,15.41,4.85,-10.56,-0.685,-0.61
"Wheeler Real Estate Investment Trust, Inc.",WHLR,15.41,4.85,-10.56,-0.685,-0.61
SPAR,SGRP,2.41,1.91,-0.5,-0.207,-0.98
Atlas Air Worldwide,AAWW,NA,NA,NA,NA,NA
Axon Enterprise,AAXN,NA,NA,NA,NA,NA
AmerisourceBergen,ABC,NA,NA,NA,NA,NA
ABIOMED,ABMD,NA,NA,NA,NA,NA
Allegiance Bancshares,ABTX,NA,NA,NA,NA,NA
Atlantic Capital Bancshares,ACBI,NA,NA,NA,NA,NA
American Campus Communities,ACC,NA,NA,NA,NA,NA
Acer Therapeutics,ACER,NA,NA,NA,NA,NA
Acacia Communications,ACIA,NA,NA,NA,NA,NA
Acorda Therapeutics,ACOR,NA,NA,NA,NA,NA
AcelRx Pharma,ACRX,NA,NA,NA,NA,NA
AeroCentury,ACY,NA,NA,NA,NA,NA
Advanced Emissions,ADES,NA,NA,NA,NA,NA
Adamis Pharma,ADMP,NA,NA,NA,NA,NA
Adamas Pharma,ADMS,NA,NA,NA,NA,NA
Aduro Biotech,ADRO,NA,NA,NA,NA,NA
Alliance Data,ADS,NA,NA,NA,NA,NA
Advanced Disposal,ADSW,NA,NA,NA,NA,NA
Aegion,AEGN,NA,NA,NA,NA,NA
American Equity Investment Life Holding,AEL,NA,NA,NA,NA,NA
Aerie Pharma,AERI,NA,NA,NA,NA,NA
ADDvantage,AEY,NA,NA,NA,NA,NA
Atlas Financial,AFH,NA,NA,NA,NA,NA
Armstrong Flooring,AFI,NA,NA,NA,NA,NA
American Finance Trust,AFIN,NA,NA,NA,NA,NA
AgeX Therapeutics,AGE,NA,NA,NA,NA,NA
AgroFresh,AGFS,NA,NA,NA,NA,NA
Aeglea BioTherapeutics,AGLE,NA,NA,NA,NA,NA
Applied Genetic,AGTC,NA,NA,NA,NA,NA
AH Belo,AHC,NA,NA,NA,NA,NA
Altra Industrial Motion,AIMC,NA,NA,NA,NA,NA
Aimmune Therapeutics,AIMT,NA,NA,NA,NA,NA
Aerojet Rocketdyne,AJRD,NA,NA,NA,NA,NA
Akcea Therapeutics,AKCA,NA,NA,NA,NA,NA
Akers Biosciences,AKER,NA,NA,NA,NA,NA
Albireo Pharma,ALBO,NA,NA,NA,NA,NA
ALJ Regional,ALJJ,NA,NA,NA,NA,NA
Allena Pharmaceuticals,ALNA,NA,NA,NA,NA,NA
Alpine Immune Sciences,ALPN,NA,NA,NA,NA,NA
Alaska Communications,ALSK,NA,NA,NA,NA,NA
Alexion Pharma,ALXN,NA,NA,NA,NA,NA
AMAG Pharma,AMAG,NA,NA,NA,NA,NA
American National Bankshares,AMNB,NA,NA,NA,NA,NA
Allied Motion,AMOT,NA,NA,NA,NA,NA
American River Bankshares,AMRB,NA,NA,NA,NA,NA
Amyris,AMRS,NA,NA,NA,NA,NA
American National Insurance,ANAT,NA,NA,NA,NA,NA
Anworth Mortgage Asset,ANH,NA,NA,NA,NA,NA
Anthem,ANTM,NA,NA,NA,NA,NA
Apollo Endosurgery,APEN,NA,NA,NA,NA,NA
Blue Apron,APRN,NA,NA,NA,NA,NA
Preferred Apartment Communities,APTS,NA,NA,NA,NA,NA
Evoqua Water Technologies,AQUA,NA,NA,NA,NA,NA
American Renal Associates,ARA,NA,NA,NA,NA,NA
Aravive,ARAV,NA,NA,NA,NA,NA
Argo Group International,ARGO,NA,NA,NA,NA,NA
Arena Pharma,ARNA,NA,NA,NA,NA,NA
Arconic,ARNC,NA,NA,NA,NA,NA
Aerpio Pharmaceuticals,ARPO,NA,NA,NA,NA,NA
Asta Funding,ASFI,NA,NA,NA,NA,NA
Ascena Retail,ASNA,NA,NA,NA,NA,NA
Athene Holding,ATH,NA,NA,NA,NA,NA
Athersys,ATHX,NA,NA,NA,NA,NA
Athenex,ATNX,NA,NA,NA,NA,NA
Antares Pharma,ATRS,NA,NA,NA,NA,NA
Activision Blizzard,ATVI,NA,NA,NA,NA,NA
AutoWeb,AUTO,NA,NA,NA,NA,NA
AVEO Pharma,AVEO,NA,NA,NA,NA,NA
Avid Technology,AVID,NA,NA,NA,NA,NA
Avalara,AVLR,NA,NA,NA,NA,NA
AVROBIO,AVRO,NA,NA,NA,NA,NA
Avaya,AVYA,NA,NA,NA,NA,NA
Cool,AWSM,NA,NA,NA,NA,NA
Abraxas Petroleum,AXAS,NA,NA,NA,NA,NA
Anixter International,AXE,NA,NA,NA,NA,NA
Alteryx,AYX,NA,NA,NA,NA,NA
Bioanalytical,BASI,NA,NA,NA,NA,NA
Bed Bath and Beyond,BBBY,NA,NA,NA,NA,NA
Bonanza Creek Energy,BCEI,NA,NA,NA,NA,NA
Blucora,BCOR,NA,NA,NA,NA,NA
Bridge Bancorp,BDGE,NA,NA,NA,NA,NA
BioDelivery Sciences Intl,BDSI,NA,NA,NA,NA,NA
BGC Partners,BGCP,NA,NA,NA,NA,NA
Biocept,BIOC,NA,NA,NA,NA,NA
Black Knight,BKI,NA,NA,NA,NA,NA
Bellicum Pharma,BLCM,NA,NA,NA,NA,NA
Ball Corp,BLL,NA,NA,NA,NA,NA
BMC Stock,BMCH,NA,NA,NA,NA,NA
Bryn Mawr Bank,BMTC,NA,NA,NA,NA,NA
Benefitfocus,BNFT,NA,NA,NA,NA,NA
Bank of Commerce CA,BOCH,NA,NA,NA,NA,NA
Boston Omaha,BOMN,NA,NA,NA,NA,NA
Boston Private Financial,BPFH,NA,NA,NA,NA,NA
Craft Brew Alliance,BREW,NA,NA,NA,NA,NA
Bluerock Residential Growth REIT,BRG,NA,NA,NA,NA,NA
Brooks Automation,BRKS,NA,NA,NA,NA,NA
BSQUARE,BSQR,NA,NA,NA,NA,NA
BioSpecifics,BSTC,NA,NA,NA,NA,NA
Ballantyne Strong,BTN,NA,NA,NA,NA,NA
BancorpSouth,BXS,NA,NA,NA,NA,NA
CAI International,CAI,NA,NA,NA,NA,NA
Casa Systems,CASA,NA,NA,NA,NA,NA
Catabasis Pharma,CATB,NA,NA,NA,NA,NA
Cardtronics,CATM,NA,NA,NA,NA,NA
Catasys,CATS,NA,NA,NA,NA,NA
CymaBay Therapeutics,CBAY,NA,NA,NA,NA,NA
Cincinnati Bell,CBB,NA,NA,NA,NA,NA
Catalyst Biosciences,CBIO,NA,NA,NA,NA,NA
Cleveland BioLabs,CBLI,NA,NA,NA,NA,NA
Cellular Biomedicine,CBMG,NA,NA,NA,NA,NA
CBTX,CBTX,NA,NA,NA,NA,NA
Chase,CCF,NA,NA,NA,NA,NA
Cabot Microelectronics,CCMP,NA,NA,NA,NA,NA
ChemoCentryx,CCXI,NA,NA,NA,NA,NA
Ceridian HCM Holding,CDAY,NA,NA,NA,NA,NA
Centennial Resource Development,CDEV,NA,NA,NA,NA,NA
CDK Global,CDK,NA,NA,NA,NA,NA
Cedar Realty Trust,CDR,NA,NA,NA,NA,NA
CECO Environmental,CECE,NA,NA,NA,NA,NA
Chembio Diagnostics,CEMI,NA,NA,NA,NA,NA
Cerecor,CERC,NA,NA,NA,NA,NA
Cerner,CERN,NA,NA,NA,NA,NA
Central European Media Enterprises,CETV,NA,NA,NA,NA,NA
ConforMIS,CFMS,NA,NA,NA,NA,NA
Colfax,CFX,NA,NA,NA,NA,NA
Cancer Genetics,CGIX,NA,NA,NA,NA,NA
Chaparral Energy,CHAP,NA,NA,NA,NA,NA
Chiasma,CHMA,NA,NA,NA,NA,NA
Chico's FAS,CHS,NA,NA,NA,NA,NA
Cinedigm,CIDM,NA,NA,NA,NA,NA
CIRCOR International,CIR,NA,NA,NA,NA,NA
CIT DEL,CIT,NA,NA,NA,NA,NA
SEACOR,CKH,NA,NA,NA,NA,NA
Caladrius Biosciences,CLBS,NA,NA,NA,NA,NA
Collectors Universe,CLCT,NA,NA,NA,NA,NA
Cloudera,CLDR,NA,NA,NA,NA,NA
CoreLogic,CLGX,NA,NA,NA,NA,NA
Mack-Cali Realty,CLI,NA,NA,NA,NA,NA
Colony Credit Real Estate,CLNC,NA,NA,NA,NA,NA
Colony Capital,CLNY,NA,NA,NA,NA,NA
Continental Resources,CLR,NA,NA,NA,NA,NA
Celsion,CLSN,NA,NA,NA,NA,NA
Town Sports International,CLUB,NA,NA,NA,NA,NA
Clovis Oncology,CLVS,NA,NA,NA,NA,NA
Calyxt,CLXT,NA,NA,NA,NA,NA
Cantel Medical,CMD,NA,NA,NA,NA,NA
Capstead Mortgage,CMO,NA,NA,NA,NA,NA
Century Bancorp,CNBKA,NA,NA,NA,NA,NA
Concert Pharma,CNCE,NA,NA,NA,NA,NA
Cabot Oil and Gas,COG,NA,NA,NA,NA,NA
CyrusOne,CONE,NA,NA,NA,NA,NA
Core-Mark Holding,CORE,NA,NA,NA,NA,NA
CorEnergy Infrastructure Trust,CORR,NA,NA,NA,NA,NA
Coupa Software,COUP,NA,NA,NA,NA,NA
Cowen,COWN,NA,NA,NA,NA,NA
Callon Petroleum,CPE,NA,NA,NA,NA,NA
CorePoint Lodging,CPLG,NA,NA,NA,NA,NA
Computer Programs and,CPSI,NA,NA,NA,NA,NA
Capstone Turbine,CPST,NA,NA,NA,NA,NA
Cree,CREE,NA,NA,NA,NA,NA
Cortexyme,CRTX,NA,NA,NA,NA,NA
CryoLife,CRY,NA,NA,NA,NA,NA
Cardiovascular,CSII,NA,NA,NA,NA,NA
Castlight Health,CSLT,NA,NA,NA,NA,NA
Cornerstone OnDemand,CSOD,NA,NA,NA,NA,NA
CapStar Financial,CSTR,NA,NA,NA,NA,NA
Capital Senior Living,CSU,NA,NA,NA,NA,NA
Cooper Tire and Rubber,CTB,NA,NA,NA,NA,NA
Computer Task,CTG,NA,NA,NA,NA,NA
CTI Industries,CTIB,NA,NA,NA,NA,NA
CTI BioPharma,CTIC,NA,NA,NA,NA,NA
CenturyLink,CTL,NA,NA,NA,NA,NA
CatchMark Timber Trust,CTT,NA,NA,NA,NA,NA
Citrix,CTXS,NA,NA,NA,NA,NA
Cubic,CUB,NA,NA,NA,NA,NA
CURO Group,CURO,NA,NA,NA,NA,NA
Covanta Holding,CVA,NA,NA,NA,NA,NA
Central Valley Community Bancorp,CVCY,NA,NA,NA,NA,NA
Covia,CVIA,NA,NA,NA,NA,NA
Codorus Valley Bancorp,CVLY,NA,NA,NA,NA,NA
Covenant Transportation,CVTI,NA,NA,NA,NA,NA
Concho Resources,CXO,NA,NA,NA,NA,NA
Columbia Property Trust,CXP,NA,NA,NA,NA,NA
CyberOptics,CYBE,NA,NA,NA,NA,NA
CytRx,CYTR,NA,NA,NA,NA,NA
Deciphera Pharmaceuticals,DCPH,NA,NA,NA,NA,NA
Discovery Communications,DISCA,NA,NA,NA,NA,NA
Discovery Communications,DISCK,NA,NA,NA,NA,NA
Dish Network,DISH,NA,NA,NA,NA,NA
Delphi Automotive,DLPH,NA,NA,NA,NA,NA
Dunkin' Brands,DNKN,NA,NA,NA,NA,NA
Denbury Resources,DNR,NA,NA,NA,NA,NA
Masonite International,DOOR,NA,NA,NA,NA,NA
Digirad,DRAD,NA,NA,NA,NA,NA
Duke Realty,DRE,NA,NA,NA,NA,NA
Dicerna Pharma,DRNA,NA,NA,NA,NA,NA
Drive Shack,DS,NA,NA,NA,NA,NA
Daseke Inc,DSKE,NA,NA,NA,NA,NA
DSP,DSPG,NA,NA,NA,NA,NA
Dover Motorsports,DVD,NA,NA,NA,NA,NA
Ebix,EBIX,NA,NA,NA,NA,NA
Meridian Bancorp,EBSB,NA,NA,NA,NA,NA
Echo Global Logistics,ECHO,NA,NA,NA,NA,NA
US Ecology,ECOL,NA,NA,NA,NA,NA
ChannelAdvisor,ECOM,NA,NA,NA,NA,NA
Eagle Bulk Shipping,EGLE,NA,NA,NA,NA,NA
NIC,EGOV,NA,NA,NA,NA,NA
Eidos Therapeutics,EIDX,NA,NA,NA,NA,NA
Endurance International,EIGI,NA,NA,NA,NA,NA
Endologix,ELGX,NA,NA,NA,NA,NA
Elevate Credit,ELVT,NA,NA,NA,NA,NA
Callaway Golf,ELY,NA,NA,NA,NA,NA
eMagin,EMAN,NA,NA,NA,NA,NA
Emclaire Financial,EMCF,NA,NA,NA,NA,NA
Emmis Communications,EMMS,4.75,4.75,0,0,NA
Endo International,ENDP,NA,NA,NA,NA,NA
Enochian Biosciences,ENOB,NA,NA,NA,NA,NA
Global Eagle Entertainment,ENT,NA,NA,NA,NA,NA
Bottomline,EPAY,NA,NA,NA,NA,NA
Epizyme,EPZM,NA,NA,NA,NA,NA
Eldorado Resorts,ERI,NA,NA,NA,NA,NA
Elmira Savings Bank NY,ESBK,NA,NA,NA,NA,NA
Earthstone Energy,ESTE,NA,NA,NA,NA,NA
Community Bankers Trust,ESXB,NA,NA,NA,NA,NA
ETRADE Financial,ETFC,NA,NA,NA,NA,NA
Entercom Communications,ETM,NA,NA,NA,NA,NA
EVO Payments,EVOP,NA,NA,NA,NA,NA
Express,EXPR,NA,NA,NA,NA,NA
Exterran,EXTN,NA,NA,NA,NA,NA
Second Sight Medical Products,EYES,NA,NA,NA,NA,NA
Ford,F,NA,NA,NA,NA,NA
Facebook,FB,NA,NA,NA,NA,NA
Flagstar Bancorp,FBC,NA,NA,NA,NA,NA
Fortune Brands Home and Security,FBHS,NA,NA,NA,NA,NA
Foundation Building Materials,FBM,NA,NA,NA,NA,NA
Fauquier Bankshares,FBSS,NA,NA,NA,NA,NA
First Choice Bancorp,FCBP,NA,NA,NA,NA,NA
1st Constitution Bancorp NJ,FCCY,NA,NA,NA,NA,NA
First Defiance Financial,FDEF,NA,NA,NA,NA,NA
FireEye,FEYE,NA,NA,NA,NA,NA
FBL Financial,FFG,NA,NA,NA,NA,NA
Fitbit,FIT,NA,NA,NA,NA,NA
Homology Medicines,FIXX,NA,NA,NA,NA,NA
Fluidigm,FLDM,NA,NA,NA,NA,NA
FLIR,FLIR,NA,NA,NA,NA,NA
Falcon Minerals,FLMN,NA,NA,NA,NA,NA
FleetCor,FLT,NA,NA,NA,NA,NA
Flexion Therapeutics,FLXN,NA,NA,NA,NA,NA
First Midwest Bancorp,FMBI,NA,NA,NA,NA,NA
FNCB Bancorp Inc. Common Stock,FNCB,NA,NA,NA,NA,NA
Federated National,FNHC,NA,NA,NA,NA,NA
Finjan,FNJN,NA,NA,NA,NA,NA
Focus Financial Partners,FOCS,NA,NA,NA,NA,NA
Ferro,FOE,NA,NA,NA,NA,NA
Five Prime Therapeutics,FPRX,NA,NA,NA,NA,NA
Francesca's,FRAN,NA,NA,NA,NA,NA
First Republic Bank,FRC,NA,NA,NA,NA,NA
Fiesta Restaurant,FRGI,NA,NA,NA,NA,NA
Forterra,FRTA,NA,NA,NA,NA,NA
Franklin Financial Network,FSB,NA,NA,NA,NA,NA
ForeScout Technologies,FSCT,NA,NA,NA,NA,NA
FTS International,FTSI,NA,NA,NA,NA,NA
Five Star Quality Care,FVE,NA,NA,NA,NA,NA
Gamco Investors,GBL,NA,NA,NA,NA,NA
Global Blood Therapeutics,GBT,NA,NA,NA,NA,NA
GAIN Capital,GCAP,NA,NA,NA,NA,NA
GCP Applied,GCP,NA,NA,NA,NA,NA
Goodrich Petroleum,GDP,NA,NA,NA,NA,NA
Great Elm Capital,GEC,NA,NA,NA,NA,NA
Guaranty Federal Bancshares,GFED,NA,NA,NA,NA,NA
General Finance,GFN,NA,NA,NA,NA,NA
Greenhill and Co.,GHL,NA,NA,NA,NA,NA
GCI Liberty,GLIBA,NA,NA,NA,NA,NA
Glu Mobile,GLUU,NA,NA,NA,NA,NA
General Moly,GMO,NA,NA,NA,NA,NA
GNC,GNC,NA,NA,NA,NA,NA
Genocea Biosciences,GNCA,NA,NA,NA,NA,NA
GenMark Diagnostics,GNMK,NA,NA,NA,NA,NA
GP Strategies,GPX,NA,NA,NA,NA,NA
WR Grace,GRA,NA,NA,NA,NA,NA
Griffin Industrial Realty,GRIF,NA,NA,NA,NA,NA
GrubHub,GRUB,NA,NA,NA,NA,NA
GlobalSCAPE,GSB,NA,NA,NA,NA,NA
GreenSky,GSKY,NA,NA,NA,NA,NA
Triple-S Management,GTS,NA,NA,NA,NA,NA
